year,month,day,radial distance,one-way light-time,velocity wrt sun,distance from sun (mi miles),distance from sun (mi km),ra hh,ra mm,ra ss,dec dd,dec mm,dec ss
1977,Sep,5,1.01,0:00:00,43.58,150.81,93.71,21,5,44.18,-26,16,8.6
1977,Sep,19,1.03,0:00:41,39.24,154.47,95.98,4,26,12.24,25,45,1.2
1977,Oct,19,1.21,0:02:08,35.89,180.98,112.46,4,2,42.3,24,33,4.6
1977,Nov,18,1.48,0:04:06,31.93,221.59,137.69,3,28,59.17,21,58,50.5
1977,Dec,18,1.78,0:07:18,28.58,266.72,165.73,3,22,12.39,20,40,48.8
1978,Jan,17,2.09,0:11:43,25.92,312.24,194.02,3,41,1.97,21,9,51.3
1978,Feb,16,2.38,0:16:58,23.79,356.64,221.61,4,13,53.92,22,22,42.7
1978,Mar,18,2.67,0:22:34,22.06,399.39,248.17,4,53,35.48,23,30,21.3
1978,Apr,17,2.94,0:28:00,20.61,440.36,273.63,5,36,2.98,24,7,31.2
1978,May,17,3.21,0:32:49,19.38,479.57,297.99,6,18,41.88,24,4,55.9
1978,Jun,16,3.46,0:36:39,18.31,517.11,321.32,6,59,42.01,23,23,34.5
1978,Jul,16,3.7,0:39:12,17.38,553.07,343.66,7,37,36.53,22,11,10.9
1978,Aug,15,3.93,0:40:18,16.56,587.57,365.1,8,11,5.03,20,40,17.5
1978,Sep,14,4.15,0:39:57,15.82,620.69,385.68,8,38,33.71,19,7,33.2
1978,Oct,14,4.36,0:38:22,15.15,652.54,405.47,8,57,53.69,17,53,38.5
1978,Nov,13,4.57,0:36:03,14.55,683.2,424.52,9,6,12.37,17,21,30.3
1978,Dec,13,4.76,0:33:58,14,712.77,442.89,9,0,51.09,17,47,19
1979,Jan,12,4.96,0:33:18,13.52,741.37,460.67,8,42,55.26,19,0,14.4
1979,Feb,11,5.14,0:34:57,13.16,769.28,478.01,8,20,57.92,20,16,9.5
1979,Mar,13,5.32,0:38:43,24.47,796,494.61,8,10,34.09,20,48,59.5
1979,Apr,12,5.42,0:42:48,23.55,810.14,503.4,8,20,15.4,20,26,2.2
1979,May,12,5.53,0:47:22,23.28,826.94,513.84,8,38,27.91,19,27,53.7
1979,Jun,11,5.66,0:51:43,23.07,846.34,525.89,9,2,31.03,17,57,10.5
1979,Jul,11,5.8,0:55:21,22.87,868.16,539.45,9,29,36.12,15,59,48.1
1979,Aug,10,5.96,0:57:54,22.68,892.2,554.39,9,57,27.28,13,44,39.5
1979,Sep,9,6.14,0:59:11,22.48,918.26,570.58,10,24,16.2,11,23,14.2
1979,Oct,9,6.32,0:59:06,22.28,946.16,587.91,10,48,25.07,9,9,16.5
1979,Nov,8,6.52,0:57:48,22.08,975.69,606.27,11,8,11,7,18,12.4
1979,Dec,8,6.73,0:55:45,21.89,"1,006.70",625.53,11,21,43.02,6,5,33.9
1980,Jan,7,6.95,0:53:40,21.7,"1,039.01",645.61,11,27,29.28,5,42,29.7
1980,Feb,6,7.17,0:52:33,21.51,"1,072.49",666.42,11,25,30.1,6,7,15.2
1980,Mar,7,7.4,0:53:18,21.33,"1,107.01",687.86,11,18,37.46,6,58,0.6
1980,Apr,6,7.64,0:56:15,21.15,"1,142.45",709.88,11,11,58.38,7,40,30
1980,May,6,7.88,1:01:03,20.98,"1,178.70",732.41,11,9,56.14,7,49,5
1980,Jun,5,8.13,1:06:52,20.81,"1,215.68",755.39,11,14,4.92,7,17,10.4
1980,Jul,5,8.38,1:12:47,20.66,"1,253.31",778.77,11,23,40.82,6,11,8.1
1980,Aug,4,8.63,1:18:01,20.51,"1,291.51",802.51,11,37,4.17,4,41,56.7
1980,Sep,3,8.89,1:22:00,20.37,"1,330.23",826.57,11,52,27.95,3,1,19.4
1980,Oct,3,9.15,1:24:19,20.24,"1,369.43",850.92,12,8,10.07,1,20,53.6
1980,Nov,2,9.42,1:24:55,20.22,"1,409.15",875.6,12,22,30.06,-00,7,48.9
1980,Dec,2,9.61,1:23:22,21.57,"1,437.04",892.93,12,36,4.49,-00,38,22.6
1981,Jan,1,9.75,1:20:34,21.46,"1,458.15",906.05,12,46,26.74,-00,16,55.6
1981,Jan,31,9.9,1:17:53,21.38,"1,480.61",920.01,12,51,29.07,0,44,24.3
1981,Mar,2,10.06,1:16:22,21.3,"1,504.35",934.76,12,51,21.39,2,18,7.2
1981,Apr,1,10.22,1:16:48,21.23,"1,529.31",950.27,12,48,1.23,4,1,46.2
1981,May,1,10.4,1:19:26,21.16,"1,555.44",966.51,12,44,41.04,5,27,6.8
1981,May,31,10.58,1:23:51,21.09,"1,582.68",983.43,12,44,14.66,6,15,17.7
1981,Jun,30,10.77,1:29:13,21.02,"1,610.95","1,001.00",12,48,6.98,6,23,29.4
1981,Jul,30,10.96,1:34:38,20.95,"1,640.20","1,019.17",12,56,14.49,6,0,22.6
1981,Aug,29,11.17,1:39:16,20.88,"1,670.37","1,037.92",13,7,41.78,5,19,17
1981,Sep,28,11.37,1:42:33,20.8,"1,701.42","1,057.21",13,21,11.25,4,34,16.6
1981,Oct,28,11.59,1:44:06,20.73,"1,733.28","1,077.01",13,35,15.79,3,58,41.9
1981,Nov,27,11.8,1:43:57,20.67,"1,765.91","1,097.28",13,48,22.07,3,44,17.1
1981,Dec,27,12.03,1:42:27,20.6,"1,799.26","1,118.01",13,58,54.86,3,59,35.6
1982,Jan,26,12.25,1:40:22,20.53,"1,833.28","1,139.15",14,5,31.7,4,47,12.8
1982,Feb,25,12.49,1:38:40,20.46,"1,867.94","1,160.68",14,7,31.63,6,0,28.4
1982,Mar,27,12.72,1:38:21,20.4,"1,903.19","1,182.59",14,5,28.11,7,22,28.4
1982,Apr,26,12.96,1:40:01,20.33,"1,939.00","1,204.84",14,1,16.98,8,31,10
1982,May,26,13.2,1:43:42,20.27,"1,975.32","1,227.41",13,57,34.87,9,9,30.2
1982,Jun,25,13.45,1:48:54,20.21,"2,012.14","1,250.29",13,56,30.91,9,12,38.3
1982,Jul,25,13.7,1:54:45,20.15,"2,049.41","1,273.45",13,59,5.22,8,46,54.2
1982,Aug,24,13.95,2:00:23,20.09,"2,087.12","1,296.87",14,5,12.13,8,4,16.9
1982,Sep,23,14.21,2:04:59,20.03,"2,125.23","1,320.55",14,14,3.49,7,17,55.3
1982,Oct,23,14.46,2:08:02,19.98,"2,163.72","1,344.47",14,24,28.23,6,39,58.5
1982,Nov,22,14.72,2:09:17,19.92,"2,202.57","1,368.61",14,35,2.96,6,20,35
1982,Dec,22,14.99,2:08:54,19.87,"2,241.75","1,392.96",14,44,19.09,6,26,41.9
1983,Jan,21,15.25,2:07:27,19.82,"2,281.25","1,417.50",14,50,54.13,7,0,15
1983,Feb,20,15.52,2:05:50,19.77,"2,321.04","1,442.23",14,53,51.65,7,56,8.4
1983,Mar,22,15.78,2:05:03,19.72,"2,361.11","1,467.12",14,53,6.39,9,1,39.6
1983,Apr,21,16.05,2:05:55,19.67,"2,401.43","1,492.18",14,49,39.45,9,59,30.5
1983,May,21,16.32,2:08:46,19.62,"2,442.00","1,517.39",14,45,24.19,10,34,29.6
1983,Jun,20,16.6,2:13:23,19.57,"2,482.80","1,542.74",14,42,22.24,10,39,51.3
1983,Jul,20,16.87,2:19:07,19.53,"2,523.82","1,568.23",14,41,58.37,10,18,35.8
1983,Aug,19,17.15,2:25:06,19.49,"2,565.03","1,593.84",14,44,42.17,9,40,9.8
1983,Sep,18,17.42,2:30:27,19.44,"2,606.44","1,619.57",14,50,15.4,8,56,16.7
1983,Oct,18,17.7,2:34:29,19.4,"2,648.03","1,645.41",14,57,47.82,8,18,13.2
1983,Nov,17,17.98,2:36:47,19.36,"2,689.80","1,671.36",15,6,10.07,7,55,24.6
1983,Dec,17,18.26,2:37:18,19.32,"2,731.72","1,697.41",15,14,3.29,7,54,17.5
1984,Jan,16,18.54,2:36:27,19.28,"2,773.80","1,723.56",15,20,9.88,8,16,58.5
1984,Feb,15,18.82,2:35:00,19.24,"2,816.03","1,749.80",15,23,29.52,8,59,50.2
1984,Mar,16,19.11,2:33:58,19.21,"2,858.38","1,776.12",15,23,39.03,9,53,8.7
1984,Apr,15,19.39,2:34:14,19.17,"2,900.87","1,802.51",15,21,7.52,10,43,2.8
1984,May,15,19.68,2:36:20,19.14,"2,943.47","1,828.99",15,17,13.5,11,16,13.1
1984,Jun,14,19.96,2:40:19,19.1,"2,986.18","1,855.53",15,13,38.21,11,25,1.3
1984,Jul,14,20.25,2:45:43,19.07,"3,029.00","1,882.13",15,11,48.66,11,9,48.5
1984,Aug,13,20.53,2:51:44,19.04,"3,071.92","1,908.80",15,12,32.48,10,37,23.6
1984,Sep,12,20.82,2:57:29,19,"3,114.94","1,935.53",15,15,53.55,9,57,45
1984,Oct,12,21.11,3:02:11,18.97,"3,158.04","1,962.32",15,21,20.75,9,21,12.2
1984,Nov,11,21.4,3:05:16,18.94,"3,201.24","1,989.16",15,27,59.34,8,56,40.5
1984,Dec,11,21.69,3:06:32,18.91,"3,244.52","2,016.05",15,34,41.11,8,50,28.7
1985,Jan,10,21.98,3:06:14,18.88,"3,287.87","2,042.99",15,40,15.03,9,5,7.7
1985,Feb,9,22.27,3:05:01,18.86,"3,331.31","2,069.98",15,43,41.16,9,38,15.9
1985,Mar,11,22.56,3:03:51,18.83,"3,374.80","2,097.01",15,44,27.46,10,22,20.3
1985,Apr,10,22.85,3:03:40,18.8,"3,418.37","2,124.08",15,42,43.83,11,6,1.4
1985,May,10,23.14,3:05:10,18.77,"3,461.99","2,151.18",15,39,24.06,11,37,38.3
1985,Jun,9,23.43,3:08:32,18.75,"3,505.67","2,178.32",15,35,49.67,11,49,20.3
1985,Jul,9,23.73,3:13:30,18.72,"3,549.41","2,205.50",15,33,21.48,11,39,40.5
1985,Aug,8,24.02,3:19:24,18.7,"3,593.19","2,232.71",15,32,54.43,11,13,13.5
1985,Sep,7,24.31,3:25:21,18.67,"3,637.03","2,259.94",15,34,46.85,10,38,13.2
1985,Oct,7,24.61,3:30:31,18.65,"3,680.91","2,287.21",15,38,42.98,10,3,56.2
1985,Nov,6,24.9,3:34:13,18.63,"3,724.84","2,314.51",15,44,1.33,9,38,48.9
1985,Dec,6,25.19,3:36:08,18.61,"3,768.82","2,341.84",15,49,44,9,29,6.4
1986,Jan,5,25.48,3:36:18,18.58,"3,812.01","2,368.67",15,54,42.84,9,39,18.5
1986,Feb,4,25.78,3:35:21,18.55,"3,856.05","2,396.04",15,58,8.24,10,5,2.2
1986,Mar,6,26.07,3:34:09,18.53,"3,900.13","2,423.43",15,59,19.53,10,41,56
1986,Apr,5,26.37,3:33:38,18.51,"3,944.24","2,450.83",15,58,14.42,11,20,35.1
1986,May,5,26.66,3:34:36,18.49,"3,988.38","2,478.26",15,55,29.17,11,50,41.7
1986,Jun,4,26.96,3:37:25,18.47,"4,032.55","2,505.71",15,52,8.86,12,4,32.1
1986,Jul,4,27.25,3:41:56,18.45,"4,076.75","2,533.17",15,49,25.72,11,59,28.8
1986,Aug,3,27.55,3:47:37,18.43,"4,120.97","2,560.65",15,48,16.31,11,38,20.7
1986,Sep,2,27.84,3:53:39,18.42,"4,165.22","2,588.15",15,49,7.93,11,7,46.6
1986,Oct,2,28.14,3:59:08,18.4,"4,209.50","2,615.66",15,51,56.52,10,36,0.6
1986,Nov,1,28.43,4:03:21,18.38,"4,253.80","2,643.19",15,56,11.92,10,10,57.7
1986,Dec,1,28.73,4:05:49,18.36,"4,298.13","2,670.73",16,1,5.71,9,58,49.2
1986,Dec,31,29.03,4:06:31,18.34,"4,342.48","2,698.29",16,5,40.57,10,2,54.2
1987,Jan,30,29.32,4:05:52,18.33,"4,386.85","2,725.86",16,9,1.75,10,22,45.2
1987,Mar,1,29.62,4:04:41,18.31,"4,431.25","2,753.45",16,10,30.49,10,53,49
1987,Mar,31,29.92,4:03:56,18.3,"4,475.66","2,781.05",16,9,56.29,11,28,12.2
1987,Apr,30,30.21,4:04:28,18.28,"4,520.09","2,808.65",16,7,42.61,11,56,47.6
1987,May,30,30.51,4:06:46,18.26,"4,564.53","2,836.27",16,4,41.14,12,12,7.8
1987,Jun,29,30.81,4:10:50,18.25,"4,608.99","2,863.89",16,1,55.35,12,10,49.7
1987,Jul,29,31.11,4:16:15,18.23,"4,653.46","2,891.53",16,0,20.55,11,54,19.2
1987,Aug,28,31.4,4:22:16,18.22,"4,697.95","2,919.17",16,0,29.32,11,27,51.7
1987,Sep,27,31.7,4:27:59,18.2,"4,742.45","2,946.82",16,2,26.45,10,58,40.3
1987,Oct,27,32,4:32:37,18.19,"4,786.96","2,974.48",16,5,51.3,10,34,7.2
1987,Nov,26,32.3,4:35:35,18.18,"4,831.49","3,002.15",16,10,3.94,10,20,16.8
1987,Dec,26,32.59,4:36:45,18.16,"4,876.03","3,029.82",16,14,13.5,10,20,46.2
1988,Jan,25,32.89,4:36:25,18.15,"4,920.58","3,057.51",16,17,28.59,10,35,51.4
1988,Feb,24,33.19,4:35:19,18.14,"4,965.15","3,085.20",16,19,9.59,11,2,4.4
1988,Mar,25,33.49,4:34:24,18.12,"5,009.72","3,112.90",16,19,0.35,11,32,46.8
1988,Apr,24,33.79,4:34:34,18.11,"5,054.31","3,140.60",16,17,14.61,11,59,51.8
1988,May,24,34.08,4:36:23,18.1,"5,098.90","3,168.31",16,14,33.17,12,16,12.5
1988,Jun,23,34.38,4:40:01,18.09,"5,143.50","3,196.02",16,11,51.31,12,17,56.1
1988,Jul,23,34.68,4:45:08,18.08,"5,188.10","3,223.73",16,10,1.65,12,5,24.1
1988,Aug,22,34.98,4:51:04,18.06,"5,232.71","3,251.45",16,9,39.7,11,42,39.9
1988,Sep,21,35.28,4:56:56,18.05,"5,277.33","3,279.18",16,10,56.84,11,15,59.6
1988,Oct,21,35.58,5:01:54,18.04,"5,321.95","3,306.91",16,13,40.34,10,52,12
1988,Nov,20,35.87,5:05:20,18.03,"5,366.59","3,334.64",16,17,17.85,10,37,11.9
1988,Dec,20,36.17,5:06:56,18.02,"5,411.23","3,362.38",16,21,4.52,10,34,50.2
1989,Jan,19,36.47,5:06:57,18.01,"5,455.87","3,390.12",16,24,12.44,10,45,58.9
1989,Feb,18,36.77,5:05:58,18,"5,500.53","3,417.87",16,26,2.04,11,8,4.9
1989,Mar,20,37.07,5:04:57,17.99,"5,545.19","3,445.62",16,26,13.12,11,35,32.7
1989,Apr,19,37.37,5:04:47,17.98,"5,589.85","3,473.37",16,24,51.91,12,1,8.5
1989,May,19,37.66,5:06:11,17.97,"5,634.51","3,501.12",16,22,30.19,12,18,7.3
1989,Jun,18,37.96,5:09:23,17.96,"5,679.18","3,528.88",16,19,55.86,12,22,17.8
1989,Jul,18,38.26,5:14:11,17.95,"5,723.85","3,556.63",16,17,58.15,12,13,10.7
1989,Aug,17,38.56,5:19:58,17.94,"5,768.52","3,584.39",16,17,13.92,11,53,48
1989,Sep,16,38.86,5:25:56,17.93,"5,813.19","3,612.15",16,17,59.44,11,29,33.1
1989,Oct,16,39.16,5:31:11,17.92,"5,857.87","3,639.91",16,20,8.56,11,6,41.1
1989,Nov,15,39.46,5:35:01,17.91,"5,902.55","3,667.67",16,23,15.62,10,50,55.3
1989,Dec,15,39.75,5:37:04,17.9,"5,947.23","3,695.44",16,26,41.39,10,46,16.1
1990,Jan,14,40.05,5:37:25,17.89,"5,991.92","3,723.21",16,29,41.52,10,54,5.9
1990,Feb,13,40.35,5:36:37,17.88,"6,036.61","3,750.98",16,31,36.99,11,12,38.3
1990,Mar,15,40.65,5:35:32,17.87,"6,081.31","3,778.75",16,32,4.74,11,37,12.1
1990,Apr,14,40.95,5:35:07,17.87,"6,126.00","3,806.52",16,31,5.03,12,1,20.2
1990,May,14,41.25,5:36:07,17.86,"6,170.69","3,834.29",16,29,2.14,12,18,40
1990,Jun,13,41.55,5:38:54,17.85,"6,215.39","3,862.06",16,26,37.28,12,24,49.3
1990,Jul,13,41.85,5:43:21,17.84,"6,260.08","3,889.83",16,24,36.08,12,18,38.8
1990,Aug,12,42.14,5:48:58,17.83,"6,304.77","3,917.60",16,23,35.67,12,2,17.7
1990,Sep,11,42.44,5:54:57,17.82,"6,349.46","3,945.37",16,23,55.89,11,40,21.5
1990,Oct,11,42.74,6:00:26,17.82,"6,394.15","3,973.14",16,25,36.03,11,18,32.1
1990,Nov,10,43.04,6:04:39,17.81,"6,438.84","4,000.91",16,28,16.38,11,2,19.1
1990,Dec,10,43.34,6:07:07,17.8,"6,483.53","4,028.68",16,31,22.91,10,55,49.3
1991,Jan,9,43.64,6:07:49,17.79,"6,528.22","4,056.45",16,34,14.82,11,0,49.9
1991,Feb,8,43.94,6:07:13,17.79,"6,572.92","4,084.22",16,36,14.06,11,16,15
1991,Mar,10,44.24,6:06:07,17.78,"6,617.61","4,111.99",16,36,55.53,11,38,11
1991,Apr,9,44.53,6:05:29,17.77,"6,662.31","4,139.76",16,36,14.71,12,0,52.7
1991,May,9,44.83,6:06:08,17.76,"6,707.00","4,167.53",16,34,29.53,12,18,20.2
1991,Jun,8,45.13,6:08:30,17.76,"6,751.69","4,195.30",16,32,15.21,12,26,5.5
1991,Jul,8,45.43,6:12:37,17.75,"6,796.37","4,223.07",16,30,13.64,12,22,27.9
1991,Aug,7,45.73,6:18:01,17.74,"6,841.05","4,250.83",16,29,1.54,12,8,51.3
1991,Sep,6,46.03,6:24:00,17.74,"6,885.73","4,278.59",16,29,1.3,11,49,7
1991,Oct,6,46.33,6:29:39,17.73,"6,930.41","4,306.35",16,30,16.75,11,28,24.9
1991,Nov,5,46.63,6:34:12,17.72,"6,975.09","4,334.12",16,32,33.4,11,11,59.4
1991,Dec,5,46.92,6:37:04,17.72,"7,019.76","4,361.88",16,35,22.09,11,4,0.4
1992,Jan,4,47.22,6:38:08,17.71,"7,064.44","4,389.64",16,38,5.47,11,6,35.8
1992,Feb,3,47.52,6:37:45,17.7,"7,109.12","4,417.40",16,40,6.78,11,19,14.9
1992,Mar,4,47.82,6:36:42,17.7,"7,153.79","4,445.16",16,40,59.55,11,38,46.2
1992,Apr,3,48.12,6:35:54,17.69,"7,198.46","4,472.91",16,40,35.37,12,0,2.8
1992,May,3,48.42,6:36:13,17.68,"7,243.13","4,500.67",16,39,6.73,12,17,27.1
1992,Jun,2,48.72,6:38:12,17.68,"7,287.79","4,528.42",16,37,3.44,12,26,29.6
1992,Jul,2,49.01,6:41:57,17.67,"7,332.45","4,556.17",16,35,3.73,12,25,4.6
1992,Aug,1,49.31,6:47:07,17.66,"7,377.10","4,583.92",16,33,43.34,12,13,57.3
1992,Aug,31,49.61,6:53:02,17.66,"7,421.75","4,611.66",16,33,26.48,11,56,18.4
1992,Sep,30,49.91,6:58:49,17.65,"7,466.40","4,639.41",16,34,20.7,11,36,47
1992,Oct,30,50.21,7:03:39,17.65,"7,511.05","4,667.15",16,36,16.15,11,20,20.9
1992,Nov,29,50.51,7:06:54,17.64,"7,555.69","4,694.89",16,38,48.15,11,11,10.4
1992,Dec,29,50.81,7:08:21,17.63,"7,600.33","4,722.63",16,41,22.77,11,11,40.5
1993,Jan,28,51.1,7:08:14,17.63,"7,644.98","4,750.37",16,43,24.78,11,21,50.9
1993,Feb,27,51.4,7:07:14,17.62,"7,689.61","4,778.10",16,44,26.83,11,39,8.3
1993,Mar,29,51.7,7:06:19,17.62,"7,734.25","4,805.84",16,44,17.33,11,59,0.9
1993,Apr,28,52,7:06:21,17.61,"7,778.88","4,833.57",16,43,4.08,12,16,13.2
1993,May,28,52.3,7:07:57,17.6,"7,823.50","4,861.30",16,41,12,12,26,17.3
1993,Jun,27,52.6,7:11:20,17.6,"7,868.12","4,889.02",16,39,15.73,12,26,47.8
1993,Jul,27,52.89,7:16:14,17.59,"7,912.74","4,916.75",16,37,49.72,12,17,56.1
1993,Aug,26,53.19,7:22:03,17.59,"7,957.35","4,944.46",16,37,19.32,12,2,16.5
1993,Sep,25,53.49,7:27:56,17.58,"8,001.95","4,972.18",16,37,55.19,11,43,57.8
1993,Oct,25,53.79,7:33:02,17.58,"8,046.56","4,999.90",16,39,31.54,11,27,40.9
1993,Nov,24,54.09,7:36:39,17.57,"8,091.16","5,027.61",16,41,47.86,11,17,34
1993,Dec,24,54.38,7:38:27,17.57,"8,135.75","5,055.32",16,44,13.56,11,16,15.6
1994,Jan,23,54.68,7:38:37,17.56,"8,180.35","5,083.03",16,46,15.09,11,24,12.4
1994,Feb,22,54.98,7:37:44,17.56,"8,224.94","5,110.74",16,47,24.68,11,39,25
1994,Mar,24,55.28,7:36:44,17.55,"8,269.53","5,138.45",16,47,28.15,11,57,54.7
1994,Apr,23,55.58,7:36:30,17.54,"8,314.11","5,166.15",16,46,29.19,12,14,47.8
1994,May,23,55.87,7:37:45,17.54,"8,358.69","5,193.85",16,44,48.29,12,25,40.2
1994,Jun,22,56.17,7:40:46,17.53,"8,403.26","5,221.54",16,42,56.63,12,27,51.1
1994,Jul,22,56.47,7:45:23,17.53,"8,447.83","5,249.24",16,41,27.09,12,21,2.9
1994,Aug,21,56.77,7:51:04,17.52,"8,492.39","5,276.93",16,40,45.69,12,7,16.5
1994,Sep,20,57.07,7:57:01,17.52,"8,536.95","5,304.61",16,41,5.61,11,50,12.1
1994,Oct,20,57.36,8:02:20,17.51,"8,581.50","5,332.29",16,42,24.66,11,34,12.4
1994,Nov,19,57.66,8:06:17,17.51,"8,626.05","5,359.98",16,44,26.21,11,23,21.8
1994,Dec,19,57.96,8:08:27,17.5,"8,670.59","5,387.66",16,46,42.87,11,20,29.5
1995,Jan,18,58.26,8:08:55,17.5,"8,715.14","5,415.33",16,48,42.96,11,26,25.4
1995,Feb,17,58.55,8:08:11,17.49,"8,759.68","5,443.01",16,49,58.59,11,39,41.4
1995,Mar,19,58.85,8:07:08,17.49,"8,804.22","5,470.68",16,50,13.48,11,56,49.3
1995,Apr,18,59.15,8:06:41,17.48,"8,848.75","5,498.36",16,49,27.76,12,13,17.1
1995,May,18,59.45,8:07:35,17.48,"8,893.27","5,526.02",16,47,57.89,12,24,46.2
1995,Jun,17,59.75,8:10:14,17.48,"8,937.79","5,553.69",16,46,11.68,12,28,24.2
1995,Jul,17,60.04,8:14:34,17.47,"8,982.31","5,581.35",16,44,40.3,12,23,28.5
1995,Aug,16,60.34,8:20:05,17.47,"9,026.81","5,609.00",16,43,50.05,12,11,29.5
1995,Sep,15,60.64,8:26:02,17.46,"9,071.32","5,636.65",16,43,56.09,11,55,40
1995,Oct,15,60.94,8:31:32,17.46,"9,115.82","5,664.30",16,44,59.45,11,40,4.4
1995,Nov,14,61.23,8:35:48,17.45,"9,160.31","5,691.95",16,46,47.03,11,28,41.2
1995,Dec,14,61.53,8:38:21,17.45,"9,204.80","5,719.60",16,48,54.58,11,24,27.6
1996,Jan,13,61.83,8:39:07,17.44,"9,249.29","5,747.24",16,50,52.38,11,28,34
1996,Feb,12,62.13,8:38:34,17.44,"9,293.78","5,774.89",16,52,12.73,11,40,0.4
1996,Mar,13,62.42,8:37:30,17.44,"9,338.27","5,802.53",16,52,37.67,11,55,47.6
1996,Apr,12,62.72,8:36:52,17.43,"9,382.74","5,830.17",16,52,4.21,12,11,44.7
1996,May,12,63.02,8:37:28,17.43,"9,427.22","5,857.80",16,50,45.12,12,23,40.4
1996,Jun,11,63.31,8:39:45,17.42,"9,471.68","5,885.43",16,49,4.99,12,28,33.8
1996,Jul,11,63.61,8:43:45,17.42,"9,516.14","5,913.06",16,47,33.16,12,25,20.6
1996,Aug,10,63.91,8:49:05,17.41,"9,560.60","5,940.68",16,46,35.85,12,15,3.4
1996,Sep,9,64.21,8:55:01,17.41,"9,605.05","5,968.30",16,46,29.84,12,0,28.9
1996,Oct,9,64.5,9:00:40,17.41,"9,649.49","5,995.92",16,47,18.92,11,45,23
1996,Nov,8,64.8,9:05:14,17.4,"9,693.94","6,023.53",16,48,53.28,11,33,37
1996,Dec,8,65.1,9:08:08,17.4,"9,738.38","6,051.15",16,50,51.69,11,28,13.6
1997,Jan,7,65.39,9:09:14,17.39,"9,782.82","6,078.76",16,52,46.44,11,30,40.7
1997,Feb,6,65.69,9:08:53,17.39,"9,827.25","6,106.37",16,54,10.32,11,40,24
1997,Mar,8,65.99,9:07:51,17.39,"9,871.68","6,133.98",16,54,44.04,11,54,51.5
1997,Apr,7,66.29,9:07:04,17.38,"9,916.11","6,161.58",16,54,21.91,12,10,13.2
1997,May,7,66.58,9:07:22,17.38,"9,960.53","6,189.19",16,53,13.29,12,22,26.7
1997,Jun,6,66.88,9:09:18,17.38,"10,004.95","6,216.79",16,51,39.72,12,28,24.8
1997,Jul,6,67.18,9:12:59,17.37,"10,049.36","6,244.38",16,50,8.59,12,26,44.6
1997,Aug,5,67.47,9:18:05,17.37,"10,093.77","6,271.98",16,49,5.78,12,18,3.9
1997,Sep,4,67.77,9:23:57,17.36,"10,138.17","6,299.56",16,48,49.32,12,4,44.3
1997,Oct,4,68.07,9:29:44,17.36,"10,182.57","6,327.15",16,49,25.41,11,50,13
1997,Nov,3,68.36,9:34:34,17.36,"10,226.96","6,354.74",16,50,47.23,11,38,12.8
1997,Dec,3,68.66,9:37:49,17.35,"10,271.36","6,382.32",16,52,36.5,11,31,49.7
1998,Jan,2,68.96,9:39:15,17.35,"10,315.75","6,409.91",16,54,27.57,11,32,46.6
1998,Feb,1,69.25,9:39:09,17.35,"10,360.14","6,437.49",16,55,53.9,11,40,52.7
1998,Mar,3,69.55,9:38:10,17.34,"10,404.52","6,465.07",16,56,35.27,11,54,1.5
1998,Apr,2,69.85,9:37:15,17.34,"10,448.91","6,492.65",16,56,23.57,12,8,43.9
1998,May,2,70.14,9:37:17,17.34,"10,493.29","6,520.22",16,55,25.09,12,21,7.1
1998,Jun,1,70.44,9:38:53,17.33,"10,537.66","6,547.80",16,53,58.41,12,28,0.2
1998,Jul,1,70.74,9:42:14,17.33,"10,582.03","6,575.37",16,52,28.94,12,27,44.5
1998,Jul,31,71.03,9:47:06,17.33,"10,626.40","6,602.93",16,51,22,12,20,34.9
1998,Aug,30,71.33,9:52:53,17.33,"10,670.76","6,630.50",16,50,56.52,12,8,29.5
1998,Sep,29,71.63,9:58:44,17.32,"10,715.12","6,658.06",16,51,20.8,11,54,37
1998,Oct,29,71.92,10:03:49,17.32,"10,759.47","6,685.62",16,52,30.78,11,42,30.2
1998,Nov,28,72.22,10:07:24,17.32,"10,803.83","6,713.18",16,54,10.93,11,35,16.8
1998,Dec,28,72.52,10:09:11,17.31,"10,848.18","6,740.74",16,55,57.76,11,34,52.1
1999,Jan,27,72.81,10:09:20,17.31,"10,892.53","6,768.30",16,57,25.61,11,41,26.4
1999,Feb,26,73.11,10:08:27,17.31,"10,936.88","6,795.86",16,58,13.56,11,53,17.7
1999,Mar,28,73.41,10:07:27,17.31,"10,981.23","6,823.42",16,58,11.47,12,7,17.2
1999,Apr,27,73.7,10:07:15,17.3,"11,025.58","6,850.97",16,57,22.76,12,19,42.9
1999,May,27,74,10:08:31,17.3,"11,069.92","6,878.53",16,56,3.23,12,27,22.2
1999,Jun,26,74.29,10:11:32,17.3,"11,114.26","6,906.08",16,54,36.24,12,28,23
1999,Jul,26,74.59,10:16:08,17.3,"11,158.59","6,933.62",16,53,26.35,12,22,39.4
1999,Aug,25,74.89,10:21:47,17.29,"11,202.92","6,961.17",16,52,53.14,12,11,47.4
1999,Sep,24,75.18,10:27:42,17.29,"11,247.25","6,988.71",16,53,6.69,11,58,36.9
1999,Oct,24,75.48,10:32:59,17.29,"11,291.57","7,016.26",16,54,5.47,11,46,30.4
1999,Nov,23,75.78,10:36:54,17.29,"11,335.90","7,043.80",16,55,36.6,11,38,35
1999,Dec,23,76.07,10:39:01,17.28,"11,380.22","7,071.34",16,57,18.74,11,36,56.6
